"NIS_code","municipality_NL","municipality_FR","arrondissement_NL","arrondissement_FR","province_NL","province_FR","region_NL","region_FR","inhabitants","zip"
11054,"Zandhoven","Zandhoven","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","13 025",2240
11055,"Zoersel","Zoersel","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","21 944",2980
11056,"Zwijndrecht","Zwijndrecht","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","19 056",2070
11057,"Malle","Malle","Antwerpen","Anvers","Antwerpen","Anvers","Vlaams Gewest","Région flamande","15 561",2390
12002,"Berlaar","Berlaar","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","11 527",2590
12005,"Bonheiden","Bonheiden","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","15 010",2820
12007,"Bornem","Bornem","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","21 366",2880
12009,"Duffel","Duffel","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","17 491",2570
12014,"Heist-op-den-Berg","Heist-op-den-Berg","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","42 681",2221
12021,"Lier","Lierre","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","36 242",2500
12025,"Mechelen","Malines","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","86 616",2801
12026,"Nijlen","Nijlen","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","22 949",2560
12029,"Putte","Putte","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","17 800",2580
12035,"Sint-Katelijne-Waver","Sint-Katelijne-Waver","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","20 792",2861
12040,"Willebroek","Willebroek","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","26 462",2830
"12041","Puurs-Sint-Amands","Puers-Saint-Amand","Mechelen","Malines","Antwerpen","Anvers","Vlaams Gewest","Région flamande","25 882",2870
13001,"Arendonk","Arendonk","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","13 293",2370
13002,"Baarle-Hertog","Baerle-Duc","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","2 760",2387
13003,"Balen","Balen","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","22 618",2490
13004,"Beerse","Beerse","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","18 084",2340
13006,"Dessel","Dessel","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","9 598",2480
13008,"Geel","Geel","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","40 353",2440
13010,"Grobbendonk","Grobbendonk","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","11 155",2288
13011,"Herentals","Herentals","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","28 177",2200
13012,"Herenthout","Herenthout","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","9 061",2270
13013,"Herselt","Herselt","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","14 523",2230
13014,"Hoogstraten","Hoogstraten","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","21 355",2320
13016,"Hulshout","Hulshout","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","10 424",2235
13017,"Kasterlee","Kasterlee","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","18 655",2460
13019,"Lille","Lille","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","16 529",2275
13021,"Meerhout","Meerhout","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","10 361",2450
13023,"Merksplas","Merksplas","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","8 600",2330
13025,"Mol","Mol","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","36 825",2400
13029,"Olen","Olen","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","12 505",2250
13031,"Oud-Turnhout","Oud-Turnhout","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","13 662",2360
13035,"Ravels","Ravels","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","15 009",2382
13036,"Retie","Retie","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","11 396",2470
13037,"Rijkevorsel","Rijkevorsel","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","12 060",2310
13040,"Turnhout","Turnhout","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","44 664",2300
13044,"Vorselaar","Vorselaar","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","7 861",2290
13046,"Vosselaar","Vosselaar","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","11 187",2350
13049,"Westerlo","Westerlo","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","25 051",2260
13053,"Laakdal","Laakdal","Turnhout","Turnhout","Antwerpen","Anvers","Vlaams Gewest","Région flamande","16 101",2430
21001,"Anderlecht","Anderlecht","Brussel-Hoofdstad","Bruxelles-Capitale","","","Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","119 714",1070
21002,"Oudergem","Auderghem","Brussel-Hoofdstad","Bruxelles-Capitale","","","Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","34 013",1160
21003,"Sint-Agatha-Berchem","Berchem-Sainte-Agathe","Brussel-Hoofdstad","Bruxelles-Capitale","","","Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","25 179",1082
21004,"Brussel","Bruxelles","Brussel-Hoofdstad","Bruxelles-Capitale","","","Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","181 726",1000
21005,"Etterbeek","Etterbeek","Brussel-Hoofdstad","Bruxelles-Capitale","","","Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","48 367",1040
21006,"Evere","Evere","Brussel-Hoofdstad","Bruxelles-Capitale","","","Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","41 763",1140
21007,"Vorst","Forest","Brussel-Hoofdstad","Bruxelles-Capitale","","","Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","56 289",1190
21008,"Ganshoren","Ganshoren","Brussel-Hoofdstad","Bruxelles-Capitale","","","Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","24 902",1083
21009,"Elsene","Ixelles","Brussel-Hoofdstad","Bruxelles-Capitale","","","Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","86 876",1050
21010,"Jette","Jette","Brussel-Hoofdstad","Bruxelles-Capitale","","","Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","52 536",1090
21011,"Koekelberg","Koekelberg","Brussel-Hoofdstad","Bruxelles-Capitale","","","Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","21 990",1081
21012,"Sint-Jans-Molenbeek","Molenbeek-Saint-Jean","Brussel-Hoofdstad","Bruxelles-Capitale","","","Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","97 462",1080
21013,"Sint-Gillis","Saint-Gilles","Brussel-Hoofdstad","Bruxelles-Capitale","","","Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","50 267",1060
21014,"Sint-Joost-ten-Node","Saint-Josse-ten-Noode","Brussel-Hoofdstad","Bruxelles-Capitale","","","Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","27 457",1210
21015,"Schaarbeek","Schaerbeek","Brussel-Hoofdstad","Bruxelles-Capitale","","","Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","133 309",1030
21016,"Ukkel","Uccle","Brussel-Hoofdstad","Bruxelles-Capitale","","","Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","83 024",1180
21017,"Watermaal-Bosvoorde","Watermael-Boitsfort","Brussel-Hoofdstad","Bruxelles-Capitale","","","Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","25 184",1170
21018,"Sint-Lambrechts-Woluwe","Woluwe-Saint-Lambert","Brussel-Hoofdstad","Bruxelles-Capitale","","","Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","56 660",1200
21019,"Sint-Pieters-Woluwe","Woluwe-Saint-Pierre","Brussel-Hoofdstad","Bruxelles-Capitale","","","Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","41 824",1150
23002,"Asse","Asse","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","33 158",1730
23003,"Beersel","Beersel","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","25 251",1652
23009,"Bever","Biévène","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","2 159",1547
23016,"Dilbeek","Dilbeek","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","42 847",1700
23023,"Galmaarden","Gammerages","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","8 746",1570
23024,"Gooik","Gooik","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","9 170",1755
23025,"Grimbergen","Grimbergen","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","37 542",1852
23027,"Halle","Hal","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","39 540",1501
23032,"Herne","Herne","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","6 665",1540
23033,"Hoeilaart","Hoeilaart","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","11 321",1560
23038,"Kampenhout","Kampenhout","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","11 972",1910
23039,"Kapelle-op-den-Bos","Kapelle-op-den-Bos","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","9 413",1880
23044,"Liedekerke","Liedekerke","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","13 295",1770
23045,"Londerzeel","Londerzeel","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","18 749",1840
23047,"Machelen","Machelen","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","15 469",1831
23050,"Meise","Meise","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","19 411",1860
23052,"Merchtem","Merchtem","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","16 583",1785
23060,"Opwijk","Opwijk","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","14 547",1745
23062,"Overijse","Overijse","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","25 403",3090
23064,"Pepingen","Pepingen","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","4 479",1673
23077,"Sint-Pieters-Leeuw","Sint-Pieters-Leeuw","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","34 228",1600
23081,"Steenokkerzeel","Steenokkerzeel","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","12 135",1820
23086,"Ternat","Ternat","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","15 746",1742
23088,"Vilvoorde","Vilvorde","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","44 727",1800
23094,"Zaventem","Zaventem","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","34 368",1930
23096,"Zemst","Zemst","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","23 358",1982
23097,"Roosdaal","Roosdaal","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","11 631",1761
23098,"Drogenbos","Drogenbos","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","5 689",1620
23099,"Kraainem","Kraainem","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","13 730",1950
23100,"Linkebeek","Linkebeek","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","4 671",1630
23101,"Sint-Genesius-Rode","Rhode-Saint-Genèse","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","18 387",1640
23102,"Wemmel","Wemmel","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","16 491",1780
23103,"Wezembeek-Oppem","Wezembeek-Oppem","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","14 258",1970
23104,"Lennik","Lennik","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","9 074",1750
23105,"Affligem","Affligem","Halle-Vilvoorde","Hal-Vilvorde","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","13 228",1790
24001,"Aarschot","Aarschot","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","30 115",3200
24007,"Begijnendijk","Begijnendijk","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","10 114",3130
24008,"Bekkevoort","Bekkevoort","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","6 306",3460
24009,"Bertem","Bertem","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","10 007",3060
24011,"Bierbeek","Bierbeek","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","10 083",3360
24014,"Boortmeerbeek","Boortmeerbeek","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","12 516",3190
24016,"Boutersem","Boutersem","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","8 242",3370
24020,"Diest","Diest","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","23 998",2100
24028,"Geetbets","Geetbets","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","6 118",3450
24033,"Haacht","Haacht","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","14 577",3150
24038,"Herent","Herent","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","21 682",3020
24041,"Hoegaarden","Hoegaarden","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","6 886",3320
24043,"Holsbeek","Holsbeek","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","10 019",3220
24045,"Huldenberg","Huldenberg","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","9 921",3040
24048,"Keerbergen","Keerbergen","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","12 850",3140
24054,"Kortenaken","Kortenaken","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","7 875",3471
24055,"Kortenberg","Kortenberg","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","20 279",3071
24059,"Landen","Landen","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","15 951",3404
24062,"Leuven","Louvain","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","101 624",3001
24066,"Lubbeek","Lubbeek","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","14 559",3211
24086,"Oud-Heverlee","Oud-Heverlee","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","11 112",3052
24094,"Rotselaar","Rotselaar","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","16 793",3110
24104,"Tervuren","Tervuren","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","22 422",3080
24107,"Tienen","Tirlemont","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","34 975",3300
24109,"Tremelo","Tremelo","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","14 914",3128
24130,"Zoutleeuw","Léau","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","8 480",3440
24133,"Linter","Linter","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","7 269",3350
24134,"Scherpenheuvel-Zichem","Montaigu-Zichem","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","23 029",3271
24135,"Tielt-Winge","Tielt-Winge","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","10 747",3390
24137,"Glabbeek","Glabbeek","Leuven","Louvain","Vlaams-Brabant","Brabant flamand","Vlaams Gewest","Région flamande","5 271",3384
25005,"Bevekom","Beauvechain","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","7 243",1320
25014,"Eigenbrakel","Braine-l’Alleud","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","40 008",1420
25015,"Kasteelbrakel","Braine-le-Château","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","10 549",1440
25018,"Chaumont-Gistoux","Chaumont-Gistoux","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","11 798",1325
25023,"Court-Saint-Etienne","Court-Saint-Etienne","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","10 540",1490
25031,"Genepiën","Genappe","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","15 427",1470
25037,"Graven","Grez-Doiceau","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","13 668",1390
25043,"Incourt","Incourt","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","5 487",1315
25044,"Itter","Ittre","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","6 889",1461
25048,"Geldenaken","Jodoigne","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","14 123",1370
25050,"Terhulpen","La Hulpe","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","7 343",1310
25068,"Mont-Saint-Guibert","Mont-Saint-Guibert","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","7 771",1435
25072,"Nijvel","Nivelles","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","28 734",1401
25084,"Perwijs","Perwez","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","9 303",1360
25091,"Rixensart","Rixensart","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","22 558",1332
25105,"Tubeke","Tubize","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","26 233",1480
25107,"Villers-la-Ville","Villers-la-Ville","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","10 702",1495
25110,"Waterloo","Waterloo","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","30 328",1410
25112,"Waver","Wavre","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","34 396",1301
25117,"Chastre","Chastre","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","7 647",1450
25118,"Hélécine","Hélécine","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","3 553",1357
25119,"Lasne","Lasne","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","14 244",1380
25120,"Orp-Jauche","Orp-Jauche","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","8 924",1350
25121,"Ottignies-Louvain-la-Neuve","Ottignies-Louvain-la-Neuve","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","31 443",1341
25122,"Ramillies","Ramillies","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","6 522",1367
25123,"Rebecq","Rebecq","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","10 979",1430
25124,"Walhain","Walhain","Nijvel","Nivelles","Waals-Brabant","Brabant wallon","Waals Gewest","Région wallonne","7 187",1457
31003,"Beernem","Beernem","Brugge","Bruges","West-Vlaanderen","Flandre occidentale","Vlaams Gewest","Région flamande","15 763",8730
31004,"Blankenberge","Blankenberge","Brugge","Bruges","West-Vlaanderen","Flandre occidentale","Vlaams Gewest","Région flamande","20 436",8370
31005,"Brugge","Bruges","Brugge","Bruges","West-Vlaanderen","Flandre occidentale","Vlaams Gewest","Région flamande","118 325",8310
31006,"Damme","Damme","Brugge","Bruges","West-Vlaanderen","Flandre occidentale","Vlaams Gewest","Région flamande","10 993",8340
31012,"Jabbeke","Jabbeke","Brugge","Bruges","West-Vlaanderen","Flandre occidentale","Vlaams Gewest","Région flamande","13 865",8490
31022,"Oostkamp","Oostkamp","Brugge","Bruges","West-Vlaanderen","Flandre occidentale","Vlaams Gewest","Région flamande","23 698",8020
31033,"Torhout","Torhout","Brugge","Bruges","West-Vlaanderen","Flandre occidentale","Vlaams Gewest","Région flamande","20 463",8820
31040,"Zedelgem","Zedelgem","Brugge","Bruges","West-Vlaanderen","Flandre occidentale","Vlaams Gewest","Région flamande","22 819",8211
31042,"Zuienkerke","Zuienkerke","Brugge","Bruges","West-Vlaanderen","Flandre occidentale","Vlaams Gewest","Région flamande","2 721",8377
31043,"Knokke-Heist","Knokke-Heist","Brugge","Bruges","West-Vlaanderen","Flandre occidentale","Vlaams Gewest","Région flamande","33 126",8300
32003,"Diksmuide","Dixmude","Diksmuide","Dixmude","West-Vlaanderen","Flandre occidentale","Vlaams Gewest","Région flamande","16 743",8600
32006,"Houthulst","Houthulst","Diksmuide","Dixmude","West-Vlaanderen","Flandre occidentale","Vlaams Gewest","Région flamande","10 098",8650
32010,"Koekelare","Koekelare","Diksmuide","Dixmude","West-Vlaanderen","Flandre occidentale","Vlaams Gewest","Région flamande","8 777",8680
